wodbus_entrytimestamp,qb50p1_v2_wod_bus_id,rawframe_id,rxtime,id_software,id_satellite,id_packet,opmode,bootcounter,packetcounter,cmdcounter_rx,cmdcounter_valid,uptime,wodbus_entrytime,wodbus_entrynumber,wodbus_validitybits_1,wodbus_validitybits_2,wodbus_validitybits_3,wodbus_valid_panel_0,wodbus_valid_panel_1,wodbus_valid_panel_2,wodbus_valid_panel_3,wodbus_valid_panel_4,wodbus_valid_trxuv_tlm,wodbus_valid_trxuv_state,wodbus_valid_eps,wodbus_valid_ants_state_a,wodbus_valid_ants_state_b,wodbus_valid_ants_temp_a,wodbus_valid_ants_temp_b,wodbus_valid_adcs_pwrtemp,wodbus_valid_adcs_state,wodbus_valid_adcs_meas_calibrated,wodbus_valid_adcs_meas_raw,wodbus_valid_obcsupervisor,wodbus_valid_obcepoch,wodbus_valid_obcrtcworking,wodbus_valid_adcs_actcmds,wodbus_valid_qarman_tcs,wodbus_valid_suthermocouple,wodbus_panels_temp_xp,wodbus_panels_temp_xm,wodbus_panels_temp_yp,wodbus_panels_temp_ym,wodbus_panels_temp_zm,wodbus_trxuv_rxdoppler,wodbus_trxuv_rxrssi,wodbus_trxuv_txreflpower,wodbus_trxuv_txfwdpower,wodbus_trxuv_txcurrent,wodbus_trxuv_rxcurrent,wodbus_trxuv_patemp,wodbus_trxuv_busvolt,wodbus_trxuv_tx_mode,wodbus_trxuv_tx_bitrate,wodbus_truxv_tx_dltype,wodbus_truxv_tx_beacon,wodbus_truxv_tx_idlemode,wodbus_ants_a_status,wodbus_ants_a_status_armed,wodbus_ants_a_status_ant4deploying,wodbus_ants_a_status_ant4timeout,wodbus_ants_a_status_ant4undeployed,wodbus_ants_a_status_ant3deploying,wodbus_ants_a_status_ant3timeout,wodbus_ants_a_status_ant3undeployed,wodbus_ants_a_status_ignoreflag,wodbus_ants_a_status_ant2deploying,wodbus_ants_a_status_ant2timeout,wodbus_ants_a_status_ant2undeployed,wodbus_ants_a_status_ant1deploying,wodbus_ants_a_status_ant1timeout,wodbus_ants_a_status_ant1undeployed,wodbus_ants_a_temp,wodbus_ants_b_status,wodbus_ants_b_status_armed,wodbus_ants_b_status_ant4deploying,wodbus_ants_b_status_ant4timeout,wodbus_ants_b_status_ant4undeployed,wodbus_ants_b_status_ant3deploying,wodbus_ants_b_status_ant3timeout,wodbus_ants_b_status_ant3undeployed,wodbus_ants_b_status_ignoreflag,wodbus_ants_b_status_ant2deploying,wodbus_ants_b_status_ant2timeout,wodbus_ants_b_status_ant2undeployed,wodbus_ants_b_status_ant1deploying,wodbus_ants_b_status_ant1timeout,wodbus_ants_b_status_ant1undeployed,wodbus_ants_b_temp,wodbus_hksup_spicommandstatus,wodbus_hksup_enable_status,wodbus_hksup_enable_status_powerobc,wodbus_hksup_enable_status_powerrtc,wodbus_hksup_enable_status_isinsupervisormode,wodbus_hksup_enable_status_busyrtc,wodbus_hksup_enable_status_poweroffrtc,wodbus_obcsup_sup_uptime,wodbus_obcsup_iobc_uptime,wodbus_obcsup_iobc_resetcount,wodbus_obcsup_temp,wodbus_obcsup_3v3in,wodbus_obcsup_3v3,wodbus_obcsup_ref2v5,wodbus_obcsup_1v8,wodbus_obcsup_1v0,wodbus_obcsup_curr3v3,wodbus_obcsup_curr1v8,wodbus_obcsup_curr1v0,wodbus_obcsup_vrtc,wodbus_obcsup_adc_updateflag,wodbus_obcsup_crc8,wodbus_hkobc_safeflag_lasttrg,wodbus_hkobc_safeflag_uptime,wodbus_hkobc_obc_epoch,wodbus_hkobc_adcsmode,wodbus_hkobc_dboard_switches,wodbus_hkobc_dboard_switch3v3,wodbus_hkobc_dboard_switch5v,wodbus_hkobc_dboard_switchbatv,wodbus_hkobc_bootcounter,wodbus_hkobc_uptime,wodbus_hkobc_opmode,wodbus_qarman_tc1_ocfault,wodbus_qarman_tc1_scgfault,wodbus_qarman_tc1_scvfault,wodbus_qarman_tc1_tempint_neg,wodbus_qarman_tc1_tempint,wodbus_qarman_tc1_fault,wodbus_qarman_tc1_temptc_neg,wodbus_qarman_tc1_temptc,wodbus_qarman_tc2_ocfault,wodbus_qarman_tc2_scgfault,wodbus_qarman_tc2_scvfault,wodbus_qarman_tc2_tempint_neg,wodbus_qarman_tc2_tempint,wodbus_qarman_tc2_fault,wodbus_qarman_tc2_temptc_neg,wodbus_qarman_tc2_temptc,wodbus_qarman_tc3_ocfault,wodbus_qarman_tc3_scgfault,wodbus_qarman_tc3_scvfault,wodbus_qarman_tc3_tempint_neg,wodbus_qarman_tc3_tempint,wodbus_qarman_tc3_fault,wodbus_qarman_tc3_temptc_neg,wodbus_qarman_tc3_temptc,wodbus_suthermocouple,qb50p1_v2_wod_eps_id,rawframe_id,rxtime,id_software,id_satellite,id_packet,opmode,bootcounter,packetcounter,cmdcounter_rx,cmdcounter_valid,uptime,wodeps_entrytime,wodeps_entrynumber,wodeps_validitybits_1,wodeps_validitybits_2,wodeps_validitybits_3,wodeps_valid_panel_0,wodeps_valid_panel_1,wodeps_valid_panel_2,wodeps_valid_panel_3,wodeps_valid_panel_4,wodeps_valid_trxuv_tlm,wodeps_valid_trxuv_state,wodeps_valid_eps,wodeps_valid_ants_state_a,wodeps_valid_ants_state_b,wodeps_valid_ants_temp_a,wodeps_valid_ants_temp_b,wodeps_valid_adcs_pwrtemp,wodeps_valid_adcs_state,wodeps_valid_adcs_meas_calibrated,wodeps_valid_adcs_meas_raw,wodeps_valid_obcsupervisor,wodeps_valid_obcepoch,wodeps_valid_obcrtcworking,wodeps_valid_adcs_actcmds,wodeps_valid_qarman_tcs,wodeps_valid_suthermocouple,wodeps_vboost1,wodeps_vboost2,wodeps_vboost3,wodeps_vbatt,wodeps_curin1,wodeps_curin2,wodeps_curin3,wodeps_cursun,wodeps_cursys,wodeps_curch_1,wodeps_curch_2,wodeps_curch_3,wodeps_curch_4,wodeps_curch_5,wodeps_curch_6,wodeps_output_1,wodeps_output_2,wodeps_output_3,wodeps_output_4,wodeps_output_5,wodeps_output_6,wodeps_output_7,wodeps_output_8,wodeps_output_on_delta_1,wodeps_output_on_delta_2,wodeps_output_on_delta_3,wodeps_output_on_delta_4,wodeps_output_on_delta_5,wodeps_output_on_delta_6,wodeps_output_on_delta_7,wodeps_output_on_delta_8,wodeps_output_off_delta_1,wodeps_output_off_delta_2,wodeps_output_off_delta_3,wodeps_output_off_delta_4,wodeps_output_off_delta_5,wodeps_output_off_delta_6,wodeps_output_off_delta_7,wodeps_output_off_delta_8,wodeps_latchup_1,wodeps_latchup_2,wodeps_latchup_3,wodeps_latchup_4,wodeps_latchup_5,wodeps_latchup_6,wodeps_wdt_i2c_time_left,wodeps_wdt_gnd_time_left,wodeps_wdt_csp_ping1_left,wodeps_wdt_csp_ping2_left,wodeps_counter_wdt_i2c,wodeps_counter_wdt_gnd,wodeps_counter_wdt_csp1,wodeps_counter_wdt_csp2,wodeps_counter_boot,wodeps_temp1,wodeps_temp2,wodeps_temp3,wodeps_temp4,wodeps_temp_batt0,wodeps_temp_batt1,wodeps_bootcause,wodeps_battmode,wodeps_pptmode
2000-01-01 07:42:22,964,251035,2015-04-03 09:33:53,QB50pV2,QB50p1,WOD Bus,Nominal,1135,2529,66,36,11149,946716142,655783,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-14.0078125,-12.7578125,-11.7578125,-13.7578125,-16.2578125,409,388,18.603999,42.1596,79.301074,116.61267,-0.2637,7.999984,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-11.5524,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-11.8446,7,7,true,true,true,false,false,31341,31341,0,6.7152,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,88.1427244,39.5894304,57.306935,3338.2208965,255,234,None,0,946716142,Detumble + MEMS,0,false,false,false,1134,5777,Nominal,false,false,false,false,2.375,false,false,6.25,false,false,false,false,2.4375,false,false,4.75,false,false,false,false,2.4375,false,false,4.5,-273.0,911,251036,2015-04-03 09:33:53,QB50pV2,QB50p1,WOD EPS,Nominal,1135,2530,66,36,11150,946716142,655783,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,323,323,323,8026,0,41,3,6,353,31,4,5,75,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5606,5,5,261,958,0,0,127453,-1,-2,0,0,0,0,4,Normal,MPPT
2000-01-01 07:44:44,493,203467,2015-02-17 10:33:05,QB50pV2,QB50p1,WOD Bus,Nominal,635,3080,62,54,13297,946716284,255703,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,17.2421875,14.9921875,8.4921875,14.2421875,15.9921875,407,389,5.594751,32.015484,78.7634396,113.54816,15.7149,8.193532,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,17.9598,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,17.6676,7,7,true,true,true,false,false,31482,31482,0,17.8188,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,89.5307988,39.9559992,58.4530737,3338.2208965,255,241,None,0,946716284,Detumble + MEMS,0,false,false,false,620,31467,Nominal,false,false,false,false,14.25,false,false,18.0,false,false,false,false,14.125,false,false,17.0,false,false,false,false,14.125,false,false,16.75,-273.0,478,203468,2015-02-17 10:33:06,QB50pV2,QB50p1,WOD EPS,Nominal,635,3081,62,54,13297,946716284,255703,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3916,3911,4515,8232,71,105,161,158,316,6,4,5,70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5458,5,5,261,928,0,0,127423,12,11,11,9,0,0,4,Normal,MPPT
2000-01-01 07:46:33,3477,301876,2015-05-07 09:15:33,QB50pV2,QB50p1,WOD Bus,Nominal,1786,2453,75,49,10199,946716393,907822,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-11.5078125,-6.5078125,-13.7578125,-0.7578125,-6.2578125,403,393,14.345975,54.151664,80.9139772,114.83848,-5.5899,8.241919,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-6.8772,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-8.3382,7,7,true,true,true,false,false,31592,31592,0,-1.4664,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,87.7957058,39.71162,56.9794668,3338.2208965,255,242,None,0,946716393,Detumble + MEMS,0,false,false,false,1694,31577,Nominal,false,false,false,true,-6.4375,false,true,-2.25,false,false,false,true,-6.4375,false,true,-2.5,false,false,false,true,-6.375,false,true,-2.75,-273.0,2180,301877,2015-05-07 09:15:34,QB50pV2,QB50p1,WOD EPS,Nominal,1786,2454,75,49,10199,946716393,907822,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3868,3892,3885,8260,315,713,232,552,316,6,4,5,72,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5399,5,5,261,990,0,0,127485,-4,-6,-6,-8,0,0,4,Normal,MPPT
2000-01-01 07:46:34,552,203588,2015-02-17 10:35:33,QB50pV2,QB50p1,WOD Bus,Nominal,635,3202,64,55,13445,946716394,255714,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,16.4921875,15.9921875,9.4921875,12.7421875,20.9921875,443,420,7.070576,25.399964,78.4946224,115.80622,15.7149,8.241919,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,18.5442,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,18.5442,7,7,true,true,true,false,false,31592,31592,0,18.111,3343.108482,3328.4457255,2500.0000344,1801.0752936,1006.8426336,89.8778174,39.9559992,58.2893396,3338.2208965,255,233,None,0,946716394,Detumble + MEMS,0,false,false,false,620,31577,Nominal,false,false,false,false,14.625,false,false,18.25,false,false,false,false,14.5625,false,false,17.25,false,false,false,false,14.5625,false,false,17.25,-273.0,538,203589,2015-02-17 10:35:34,QB50pV2,QB50p1,WOD EPS,Nominal,635,3203,64,55,13445,946716394,255714,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3710,3482,3857,8270,17,178,582,322,329,31,4,5,70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5352,5,5,261,928,0,0,127423,13,12,12,10,0,0,4,Normal,MPPT
2000-01-01 07:49:03,1086,260822,2015-04-09 09:21:44,QB50pV2,QB50p1,WOD Bus,Nominal,1258,2473,58,28,10034,946716543,692364,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-1.5078125,0.2421875,-1.5078125,19.4921875,-2.2578125,404,393,13.996796,35.241984,77.4193536,112.74171,4.1748,8.22579,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4.2264,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2.4732,7,7,true,true,true,false,false,31742,31742,0,4.6698,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,91.959929,39.9559992,53.0498484,3338.2208965,255,92,None,0,946716543,Detumble + MEMS,0,false,false,false,1201,31727,Nominal,false,false,false,false,0.25,false,false,4.25,false,false,false,false,0.25,false,false,5.25,false,false,false,false,0.375,false,false,4.5,-273.0,1032,260823,2015-04-09 09:21:45,QB50pV2,QB50p1,WOD EPS,Nominal,1258,2474,58,28,10034,946716543,692364,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3517,3168,3524,8251,83,1022,79,422,316,6,4,5,70,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5248,5,5,261,962,0,0,127457,2,1,0,-2,0,0,4,Normal,MPPT
2000-01-01 07:50:43,1006,260286,2015-04-09 07:46:52,QB50pV2,QB50p1,WOD Bus,Nominal,1258,1017,15,6,4336,946716643,663204,255,15,55,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,true,-6.5078125,-4.2578125,-7.2578125,-2.2578125,-8.7578125,405,387,14.229104,51.677775,81.7204288,117.41912,8.3174,8.112887,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-1.9098,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-2.7864,7,7,true,true,true,false,false,31842,31842,0,14.0202,3338.2208965,3323.55814,2500.0000344,1801.0752936,1006.8426336,87.4486872,39.71162,53.7047848,3338.2208965,255,117,None,0,946716643,Detumble + MEMS,0,false,false,false,1150,31827,Nominal,false,false,false,false,10.1875,false,false,14.0,false,false,false,false,10.25,false,false,12.5,false,false,false,false,10.25,false,false,12.25,-273.0,953,260287,2015-04-09 07:46:54,QB50pV2,QB50p1,WOD EPS,Nominal,1258,1018,15,6,4338,946716643,663204,255,15,55,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,true,323,323,332,8140,0,41,3,6,291,6,4,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5138,5,5,261,959,0,0,127454,6,5,6,6,0,0,4,Normal,MPPT
2000-01-01 07:52:03,1455,277656,2015-04-20 08:40:13,QB50pV2,QB50p1,WOD Bus,Nominal,1474,12353,116,100,59770,946716723,785947,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,10.7421875,15.7421875,3.4921875,15.7421875,15.4921875,346,410,10.741616,18.7376,76.0752676,115.16106,15.7149,8.22579,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,16.4988,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,15.0378,7,7,true,true,true,false,false,31922,31922,0,18.4032,3338.2208965,3323.55814,2500.0000344,1801.0752936,1006.8426336,89.5307988,39.9559992,58.4530737,3338.2208965,255,204,None,0,946716723,Detumble + MEMS,0,false,false,false,1420,31907,Nominal,false,false,false,false,14.75,false,false,18.5,false,false,false,false,14.75,false,false,17.75,false,false,false,false,14.6875,false,false,17.5,-273.0,1225,277657,2015-04-20 08:40:13,QB50pV2,QB50p1,WOD EPS,Nominal,1474,12354,116,100,59771,946716723,785947,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3618,3622,3635,8279,491,250,11,300,316,6,4,5,72,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5079,5,5,261,975,0,0,127470,14,12,12,10,0,0,4,Normal,MPPT
2000-01-01 07:55:23,1489,277875,2015-04-20 10:10:57,QB50pV2,QB50p1,WOD Bus,Nominal,1474,13675,142,119,65218,946716923,802141,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-2.7578125,-1.2578125,-4.2578125,0.9921875,-4.7578125,410,399,17.682176,51.900284,82.7956976,118.38686,11.2764,8.096758,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2.181,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1.0122,7,7,true,true,true,false,false,32122,32122,0,16.0656,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,89.1837802,40.0781888,58.2893396,3338.2208965,255,185,None,0,946716923,Detumble + MEMS,0,false,false,false,1474,32107,Nominal,false,false,false,false,12.5625,false,false,16.25,false,false,false,false,12.6875,false,false,15.0,false,false,false,false,12.625,false,false,14.75,-273.0,1260,277876,2015-04-20 10:10:58,QB50pV2,QB50p1,WOD EPS,Nominal,1474,13676,142,119,65218,946716923,802141,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,323,314,323,8131,0,41,3,0,341,33,4,5,77,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4861,5,5,261,978,0,0,127473,8,7,8,8,0,0,4,Normal,MPPT
2000-01-01 07:55:43,982,260184,2015-04-09 07:44:41,QB50pV2,QB50p1,WOD Bus,Nominal,1258,915,9,5,4205,946716943,663234,255,15,55,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,true,-9.5078125,-8.5078125,-10.2578125,-6.7578125,-12.5078125,398,390,18.074375,52.123271,83.333332,118.06428,4.7666,8.080629,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-6.2928,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-6.8772,7,7,true,true,true,false,false,32142,32142,0,10.806,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,87.4486872,39.8338096,53.5410507,3338.2208965,255,53,None,0,946716943,Detumble + MEMS,0,false,false,false,1150,32127,Nominal,false,false,false,false,7.0,false,false,10.75,false,false,false,false,7.0625,false,false,9.25,false,false,false,false,7.0625,false,false,9.25,-273.0,929,260185,2015-04-09 07:44:42,QB50pV2,QB50p1,WOD EPS,Nominal,1258,916,9,5,4206,946716943,663234,255,15,55,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,true,332,323,323,8112,0,41,3,6,291,6,4,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4847,5,5,261,959,0,0,127454,3,2,3,3,0,0,4,Normal,MPPT
2000-01-01 07:58:13,3963,326667,2015-05-21 09:07:15,QB50pV2,QB50p1,WOD Bus,Nominal,2042,7400,58,43,36878,946717093,1029434,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1.2421875,6.9921875,-3.0078125,17.7421875,3.4921875,410,399,14.463324,51.677775,78.4946224,113.70945,5.6543,8.241919,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7.1484,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4.8108,7,7,true,true,true,false,false,32291,32291,0,5.8386,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,88.1427244,39.9559992,57.4706691,3338.2208965,255,155,None,0,946717093,Detumble + MEMS,0,false,false,false,1976,32277,Nominal,false,false,false,false,1.9375,false,false,6.0,false,false,false,false,1.875,false,false,6.5,false,false,false,false,1.875,false,false,5.75,-273.0,2660,326668,2015-05-21 09:07:16,QB50pV2,QB50p1,WOD EPS,Nominal,2042,7401,58,43,36879,946717093,1029434,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,2911,2924,2929,8270,262,719,305,416,316,6,4,5,72,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4747,5,5,261,1005,0,0,127500,3,2,0,-1,0,0,4,Normal,MPPT
2000-01-01 07:58:22,1620,289643,2015-04-28 08:49:59,QB50pV2,QB50p1,WOD Bus,Nominal,1623,17747,79,67,86977,946717102,845113,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14.9921875,12.4921875,4.9921875,12.4921875,16.9921875,411,388,13.651919,51.900284,80.1075256,115.80622,13.9395,8.241919,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,16.791,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,16.4988,7,7,true,true,true,false,false,32301,32301,0,16.65,3338.2208965,3328.4457255,2500.0000344,1801.0752936,1006.8426336,88.1427244,39.9559992,54.032253,3338.2208965,255,55,None,0,946717102,Detumble + MEMS,0,false,false,false,1589,32287,Nominal,false,false,false,false,13.0,false,false,16.75,false,false,false,false,13.0,false,false,16.0,false,false,false,false,12.9375,false,false,15.5,-273.0,1390,289644,2015-04-28 08:49:59,QB50pV2,QB50p1,WOD EPS,Nominal,1623,17748,79,67,86978,946717102,845113,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3710,3698,4173,8270,0,250,417,294,304,6,4,3,75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4721,5,5,261,984,0,0,127479,11,10,11,9,0,0,4,Normal,MPPT
2000-01-01 07:59:35,1148,262503,2015-04-10 07:59:08,QB50pV2,QB50p1,WOD Bus,Nominal,1275,8871,19,15,44176,946717175,707067,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-14.2578125,-13.5078125,-12.2578125,-14.5078125,-18.5078125,399,397,9.56E-4,9.56E-4,0.0,49.51603,0.3281,7.999984,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-12.1368,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-12.429,7,7,true,true,true,false,false,32374,32374,0,6.1308,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,88.1427244,39.4672408,57.4706691,3338.2208965,255,8,None,0,946717175,Detumble + MEMS,0,false,false,false,1257,32360,Nominal,false,false,false,false,1.75,false,false,5.5,false,false,false,false,1.8125,false,false,4.0,false,false,false,false,1.8125,false,false,4.0,-273.0,1095,262504,2015-04-10 07:59:09,QB50pV2,QB50p1,WOD EPS,Nominal,1275,8872,20,15,44177,946717175,707067,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,323,314,323,8074,0,41,3,6,172,6,4,7,72,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4643,5,5,261,965,0,0,127460,-1,-2,0,0,0,0,4,Normal,MPPT
2000-01-01 07:59:53,3719,308440,2015-05-11 08:33:37,QB50pV2,QB50p1,WOD Bus,Nominal,1829,3356,85,75,16024,946717193,971707,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-14.2578125,-13.5078125,-12.5078125,-14.2578125,-18.2578125,412,390,18.338231,52.123271,84.9462352,118.06428,-0.5596,7.999984,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-12.1368,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-12.429,7,7,true,true,true,false,false,32391,32391,0,6.423,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,87.4486872,39.8338096,53.2135825,3338.2208965,255,190,None,0,946717193,Detumble + MEMS,0,false,false,false,1824,32377,Nominal,false,false,false,false,2.0,false,false,5.75,false,false,false,false,2.0625,false,false,4.25,false,false,false,false,2.125,false,false,4.25,-273.0,2416,308441,2015-05-11 08:33:38,QB50pV2,QB50p1,WOD EPS,Nominal,1829,3357,85,75,16025,946717193,971707,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,323,314,323,8036,0,41,3,6,329,6,4,3,82,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4622,5,5,261,997,0,0,127492,-1,-2,0,0,0,0,4,Normal,MPPT
2000-01-01 08:00:32,3467,301834,2015-05-07 09:15:10,QB50pV2,QB50p1,WOD Bus,Nominal,1786,2409,73,49,10176,946717232,903862,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-1.7578125,-1.0078125,-4.5078125,17.2421875,-0.7578125,382,396,5.594751,49.478975,79.5698912,113.38687,2.3994,8.22579,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3.3498,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1.5966,7,7,true,true,true,false,false,32431,32431,0,3.2088,3338.2208965,3328.4457255,2500.0000344,1798.6315008,1004.3988408,88.489743,39.71162,57.4706691,3338.2208965,255,54,None,0,946717232,Detumble + MEMS,0,false,false,false,1681,32417,Nominal,false,false,false,true,-1.1875,false,false,3.0,false,false,false,true,-1.25,false,false,3.75,false,false,false,true,-1.125,false,false,3.0,-273.0,2169,301835,2015-05-07 09:15:10,QB50pV2,QB50p1,WOD EPS,Nominal,1786,2410,74,49,10176,946717232,903862,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3545,3568,3553,8270,17,896,273,470,316,6,4,3,82,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4579,5,5,261,989,0,0,127484,1,0,-1,-4,0,0,4,Normal,MPPT
