wodbus_entrytimestamp,qb50p1_v2_wod_bus_id,rawframe_id,rxtime,id_software,id_satellite,id_packet,opmode,bootcounter,packetcounter,cmdcounter_rx,cmdcounter_valid,uptime,wodbus_entrytime,wodbus_entrynumber,wodbus_validitybits_1,wodbus_validitybits_2,wodbus_validitybits_3,wodbus_valid_panel_0,wodbus_valid_panel_1,wodbus_valid_panel_2,wodbus_valid_panel_3,wodbus_valid_panel_4,wodbus_valid_trxuv_tlm,wodbus_valid_trxuv_state,wodbus_valid_eps,wodbus_valid_ants_state_a,wodbus_valid_ants_state_b,wodbus_valid_ants_temp_a,wodbus_valid_ants_temp_b,wodbus_valid_adcs_pwrtemp,wodbus_valid_adcs_state,wodbus_valid_adcs_meas_calibrated,wodbus_valid_adcs_meas_raw,wodbus_valid_obcsupervisor,wodbus_valid_obcepoch,wodbus_valid_obcrtcworking,wodbus_valid_adcs_actcmds,wodbus_valid_qarman_tcs,wodbus_valid_suthermocouple,wodbus_panels_temp_xp,wodbus_panels_temp_xm,wodbus_panels_temp_yp,wodbus_panels_temp_ym,wodbus_panels_temp_zm,wodbus_trxuv_rxdoppler,wodbus_trxuv_rxrssi,wodbus_trxuv_txreflpower,wodbus_trxuv_txfwdpower,wodbus_trxuv_txcurrent,wodbus_trxuv_rxcurrent,wodbus_trxuv_patemp,wodbus_trxuv_busvolt,wodbus_trxuv_tx_mode,wodbus_trxuv_tx_bitrate,wodbus_truxv_tx_dltype,wodbus_truxv_tx_beacon,wodbus_truxv_tx_idlemode,wodbus_ants_a_status,wodbus_ants_a_status_armed,wodbus_ants_a_status_ant4deploying,wodbus_ants_a_status_ant4timeout,wodbus_ants_a_status_ant4undeployed,wodbus_ants_a_status_ant3deploying,wodbus_ants_a_status_ant3timeout,wodbus_ants_a_status_ant3undeployed,wodbus_ants_a_status_ignoreflag,wodbus_ants_a_status_ant2deploying,wodbus_ants_a_status_ant2timeout,wodbus_ants_a_status_ant2undeployed,wodbus_ants_a_status_ant1deploying,wodbus_ants_a_status_ant1timeout,wodbus_ants_a_status_ant1undeployed,wodbus_ants_a_temp,wodbus_ants_b_status,wodbus_ants_b_status_armed,wodbus_ants_b_status_ant4deploying,wodbus_ants_b_status_ant4timeout,wodbus_ants_b_status_ant4undeployed,wodbus_ants_b_status_ant3deploying,wodbus_ants_b_status_ant3timeout,wodbus_ants_b_status_ant3undeployed,wodbus_ants_b_status_ignoreflag,wodbus_ants_b_status_ant2deploying,wodbus_ants_b_status_ant2timeout,wodbus_ants_b_status_ant2undeployed,wodbus_ants_b_status_ant1deploying,wodbus_ants_b_status_ant1timeout,wodbus_ants_b_status_ant1undeployed,wodbus_ants_b_temp,wodbus_hksup_spicommandstatus,wodbus_hksup_enable_status,wodbus_hksup_enable_status_powerobc,wodbus_hksup_enable_status_powerrtc,wodbus_hksup_enable_status_isinsupervisormode,wodbus_hksup_enable_status_busyrtc,wodbus_hksup_enable_status_poweroffrtc,wodbus_obcsup_sup_uptime,wodbus_obcsup_iobc_uptime,wodbus_obcsup_iobc_resetcount,wodbus_obcsup_temp,wodbus_obcsup_3v3in,wodbus_obcsup_3v3,wodbus_obcsup_ref2v5,wodbus_obcsup_1v8,wodbus_obcsup_1v0,wodbus_obcsup_curr3v3,wodbus_obcsup_curr1v8,wodbus_obcsup_curr1v0,wodbus_obcsup_vrtc,wodbus_obcsup_adc_updateflag,wodbus_obcsup_crc8,wodbus_hkobc_safeflag_lasttrg,wodbus_hkobc_safeflag_uptime,wodbus_hkobc_obc_epoch,wodbus_hkobc_adcsmode,wodbus_hkobc_dboard_switches,wodbus_hkobc_dboard_switch3v3,wodbus_hkobc_dboard_switch5v,wodbus_hkobc_dboard_switchbatv,wodbus_hkobc_bootcounter,wodbus_hkobc_uptime,wodbus_hkobc_opmode,wodbus_qarman_tc1_ocfault,wodbus_qarman_tc1_scgfault,wodbus_qarman_tc1_scvfault,wodbus_qarman_tc1_tempint_neg,wodbus_qarman_tc1_tempint,wodbus_qarman_tc1_fault,wodbus_qarman_tc1_temptc_neg,wodbus_qarman_tc1_temptc,wodbus_qarman_tc2_ocfault,wodbus_qarman_tc2_scgfault,wodbus_qarman_tc2_scvfault,wodbus_qarman_tc2_tempint_neg,wodbus_qarman_tc2_tempint,wodbus_qarman_tc2_fault,wodbus_qarman_tc2_temptc_neg,wodbus_qarman_tc2_temptc,wodbus_qarman_tc3_ocfault,wodbus_qarman_tc3_scgfault,wodbus_qarman_tc3_scvfault,wodbus_qarman_tc3_tempint_neg,wodbus_qarman_tc3_tempint,wodbus_qarman_tc3_fault,wodbus_qarman_tc3_temptc_neg,wodbus_qarman_tc3_temptc,wodbus_suthermocouple,qb50p1_v2_wod_eps_id,rawframe_id,rxtime,id_software,id_satellite,id_packet,opmode,bootcounter,packetcounter,cmdcounter_rx,cmdcounter_valid,uptime,wodeps_entrytime,wodeps_entrynumber,wodeps_validitybits_1,wodeps_validitybits_2,wodeps_validitybits_3,wodeps_valid_panel_0,wodeps_valid_panel_1,wodeps_valid_panel_2,wodeps_valid_panel_3,wodeps_valid_panel_4,wodeps_valid_trxuv_tlm,wodeps_valid_trxuv_state,wodeps_valid_eps,wodeps_valid_ants_state_a,wodeps_valid_ants_state_b,wodeps_valid_ants_temp_a,wodeps_valid_ants_temp_b,wodeps_valid_adcs_pwrtemp,wodeps_valid_adcs_state,wodeps_valid_adcs_meas_calibrated,wodeps_valid_adcs_meas_raw,wodeps_valid_obcsupervisor,wodeps_valid_obcepoch,wodeps_valid_obcrtcworking,wodeps_valid_adcs_actcmds,wodeps_valid_qarman_tcs,wodeps_valid_suthermocouple,wodeps_vboost1,wodeps_vboost2,wodeps_vboost3,wodeps_vbatt,wodeps_curin1,wodeps_curin2,wodeps_curin3,wodeps_cursun,wodeps_cursys,wodeps_curch_1,wodeps_curch_2,wodeps_curch_3,wodeps_curch_4,wodeps_curch_5,wodeps_curch_6,wodeps_output_1,wodeps_output_2,wodeps_output_3,wodeps_output_4,wodeps_output_5,wodeps_output_6,wodeps_output_7,wodeps_output_8,wodeps_output_on_delta_1,wodeps_output_on_delta_2,wodeps_output_on_delta_3,wodeps_output_on_delta_4,wodeps_output_on_delta_5,wodeps_output_on_delta_6,wodeps_output_on_delta_7,wodeps_output_on_delta_8,wodeps_output_off_delta_1,wodeps_output_off_delta_2,wodeps_output_off_delta_3,wodeps_output_off_delta_4,wodeps_output_off_delta_5,wodeps_output_off_delta_6,wodeps_output_off_delta_7,wodeps_output_off_delta_8,wodeps_latchup_1,wodeps_latchup_2,wodeps_latchup_3,wodeps_latchup_4,wodeps_latchup_5,wodeps_latchup_6,wodeps_wdt_i2c_time_left,wodeps_wdt_gnd_time_left,wodeps_wdt_csp_ping1_left,wodeps_wdt_csp_ping2_left,wodeps_counter_wdt_i2c,wodeps_counter_wdt_gnd,wodeps_counter_wdt_csp1,wodeps_counter_wdt_csp2,wodeps_counter_boot,wodeps_temp1,wodeps_temp2,wodeps_temp3,wodeps_temp4,wodeps_temp_batt0,wodeps_temp_batt1,wodeps_bootcause,wodeps_battmode,wodeps_pptmode
2000-01-01 07:17:14,1144,262482,2015-04-10 07:58:37,QB50pV2,QB50p1,WOD Bus,Nominal,1275,8849,16,14,44144,946714634,717508,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-16.7578125,-20.2578125,-15.0078125,-20.5078125,-24.5078125,399,380,17.552399,53.697564,83.6021492,118.06428,-7.0694,8.032242,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-18.8574,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-18.5652,7,7,true,true,true,false,false,29833,29833,0,-0.0054,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,86.4076314,39.71162,52.7223802,3338.2208965,255,145,None,0,946714634,Detumble + MEMS,0,false,false,false,1275,29817,Nominal,false,false,false,true,-4.8125,false,true,-1.0,false,false,false,true,-4.8125,false,true,-2.25,false,false,false,true,-4.625,false,true,-2.25,-273.0,1090,262483,2015-04-10 07:58:38,QB50pV2,QB50p1,WOD EPS,Nominal,1275,8850,16,14,44145,946714634,717508,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,332,4691,4886,8045,0,196,332,294,341,33,4,5,75,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7125,5,5,261,966,0,0,127461,-7,-8,-6,-6,0,0,4,Normal,MPPT
2000-01-01 07:18:43,3772,311392,2015-05-12 10:17:04,QB50pV2,QB50p1,WOD Bus,Nominal,1848,13759,153,86,66126,946714723,989204,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-4.0078125,-5.7578125,-9.0078125,7.7421875,-3.5078125,408,392,6.585884,27.466119,77.6881708,114.83848,-2.6309,8.22579,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-1.0332,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-2.202,7,7,true,true,true,false,false,29922,29922,0,-0.2976,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,88.8367616,39.5894304,56.9794668,3338.2208965,255,52,None,0,946714723,Detumble + MEMS,0,false,false,false,1848,18197,Nominal,false,false,false,true,-5.0625,false,true,-1.0,false,false,false,true,-5.1875,false,true,-0.75,false,false,false,true,-5.0625,false,true,-1.25,-273.0,2472,311393,2015-05-12 10:17:04,QB50pV2,QB50p1,WOD EPS,Nominal,1848,13760,153,86,66126,946714723,989204,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3954,4142,4135,8260,8,896,167,498,316,6,4,3,70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7001,5,5,261,998,0,0,127493,-3,-4,-4,-7,0,0,4,Normal,MPPT
2000-01-01 07:18:44,3998,327037,2015-05-21 10:44:30,QB50pV2,QB50p1,WOD Bus,Nominal,2042,8800,111,64,42716,946714724,1048876,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-6.0078125,-4.2578125,-6.2578125,-3.7578125,-7.7578125,405,391,17.812431,51.900284,83.0645148,117.58041,8.0215,8.080629,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-2.202,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-2.7864,7,7,true,true,true,false,false,29923,29923,0,13.728,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,88.1427244,40.0781888,57.9618714,3338.2208965,255,127,None,0,946714724,Detumble + MEMS,0,false,false,false,1988,29907,Nominal,false,false,false,false,10.0,false,false,13.75,false,false,false,false,10.0625,false,false,12.25,false,false,false,false,10.0625,false,false,12.0,-273.0,2692,327038,2015-05-21 10:44:31,QB50pV2,QB50p1,WOD EPS,Nominal,2042,8801,111,64,42717,946714724,1048876,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,323,314,323,8112,0,41,3,6,316,6,4,3,79,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7044,5,5,261,1006,0,0,127501,5,4,6,6,0,0,4,Normal,MPPT
2000-01-01 07:19:13,985,260202,2015-04-09 07:45:24,QB50pV2,QB50p1,WOD Bus,Nominal,1258,933,15,6,4247,946714753,655644,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,5.9921875,9.7421875,1.2421875,16.9921875,8.7421875,412,411,13.311344,51.455744,79.8387084,115.96751,16.3067,8.161274,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,14.7456,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,12.9924,7,7,true,true,true,false,false,29952,29952,0,18.4032,3343.108482,3323.55814,2500.0000344,1801.0752936,1004.3988408,89.1837802,39.8338096,58.4530737,3338.2208965,255,94,None,0,946714753,Detumble + MEMS,0,false,false,false,1134,4387,Nominal,false,false,false,false,14.875,false,false,18.75,false,false,false,false,14.9375,false,false,18.25,false,false,false,false,14.875,false,false,17.75,-273.0,932,260203,2015-04-09 07:45:25,QB50pV2,QB50p1,WOD EPS,Nominal,1258,934,15,6,4249,946714753,655644,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,332,406,351,8194,0,41,3,6,316,6,4,5,72,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6954,5,5,261,958,0,0,127453,13,13,12,10,0,0,4,Normal,MPPT
2000-01-01 07:20:44,1106,260906,2015-04-09 09:22:44,QB50pV2,QB50p1,WOD Bus,Nominal,1258,2557,62,29,10094,946714844,699564,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-2.5078125,-0.5078125,-3.5078125,2.2421875,-3.7578125,413,393,17.038071,51.900284,82.7956976,115.48364,11.8682,8.112887,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2.181,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1.3044,7,7,true,true,true,false,false,30043,30043,0,16.65,3338.2208965,3323.55814,2500.0000344,1801.0752936,1006.8426336,88.8367616,39.9559992,58.2893396,3338.2208965,255,65,None,0,946714844,Detumble + MEMS,0,false,false,false,1220,30027,Nominal,false,false,false,false,13.25,false,false,17.0,false,false,false,false,13.25,false,false,15.5,false,false,false,false,13.25,false,false,15.25,-273.0,1052,260907,2015-04-09 09:22:45,QB50pV2,QB50p1,WOD EPS,Nominal,1258,2558,62,29,10095,946714844,699564,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,323,323,323,8150,0,41,3,0,316,6,4,5,72,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6900,5,5,261,963,0,0,127458,9,8,9,8,0,0,4,Normal,MPPT
2000-01-01 07:22:24,1405,277443,2015-04-20 08:37:59,QB50pV2,QB50p1,WOD Bus,Nominal,1474,12127,107,98,59637,946714944,765786,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-7.2578125,-7.0078125,-8.2578125,-5.5078125,-10.7578125,400,386,17.943164,51.013116,82.5268804,116.61267,6.2461,8.0645,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-4.5396,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-5.124,7,7,true,true,true,false,false,30143,30143,0,12.267,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,89.8778174,39.9559992,57.9618714,3338.2208965,255,133,None,0,946714944,Detumble + MEMS,0,false,false,false,1400,30127,Nominal,false,false,false,false,8.4375,false,false,12.25,false,false,false,false,8.5,false,false,10.75,false,false,false,false,8.5,false,false,10.5,-273.0,1171,277444,2015-04-20 08:38:00,QB50pV2,QB50p1,WOD EPS,Nominal,1474,12128,107,98,59637,946714944,765786,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,323,314,323,8093,0,41,3,6,341,31,4,5,79,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6753,5,5,261,974,0,0,127469,4,3,5,4,0,0,4,Normal,MPPT
2000-01-01 07:23:34,3952,324859,2015-05-20 08:57:21,QB50pV2,QB50p1,WOD Bus,Nominal,2027,2515,124,44,9341,946715014,1024802,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-2.7578125,-0.5078125,-3.2578125,17.4921875,-1.2578125,390,402,13.424391,27.142991,75.5376332,114.35461,2.3994,8.241919,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2.7654,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1.0122,7,7,true,true,true,false,false,30213,30213,0,3.2088,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,88.489743,39.71162,57.1432009,3338.2208965,255,83,None,0,946715014,Detumble + MEMS,0,false,false,false,1963,30197,Nominal,false,false,false,true,-1.1875,false,false,2.75,false,false,false,true,-1.1875,false,false,3.75,false,false,false,true,-1.1875,false,false,3.0,-273.0,2649,324860,2015-05-20 08:57:22,QB50pV2,QB50p1,WOD EPS,Nominal,2027,2516,124,44,9342,946715014,1024802,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3136,3873,3876,8270,62,1031,58,492,316,6,4,3,72,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6783,5,5,261,1004,0,0,127499,1,0,-1,-4,0,0,4,Normal,MPPT
2000-01-01 07:31:49,3697,308353,2015-05-11 08:32:04,QB50pV2,QB50p1,WOD Bus,Nominal,1829,3268,79,74,15934,946715509,963787,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-4.5078125,-6.7578125,-9.5078125,6.2421875,-5.5078125,402,388,14.345975,54.151664,80.3763428,115.16106,-3.5186,8.209661,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-1.9098,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-2.7864,7,7,true,true,true,false,false,30707,30061,1,-0.882,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,88.1427244,39.4672408,56.9794668,3338.2208965,255,28,None,0,946715509,Detumble + MEMS,0,false,false,false,1806,5477,Nominal,false,false,false,true,-5.8125,false,true,-1.75,false,false,false,true,-5.8125,false,true,-1.5,false,false,false,true,-5.8125,false,true,-2.0,-273.0,2394,308354,2015-05-11 08:32:05,QB50pV2,QB50p1,WOD EPS,Nominal,1829,3269,81,75,15934,946715509,963787,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3609,3289,3626,8241,0,905,311,458,316,6,4,5,77,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6276,5,5,261,996,0,0,127491,-3,-4,-5,-7,0,0,4,Normal,MPPT
2000-01-01 07:32:13,1546,289334,2015-04-28 08:44:51,QB50pV2,QB50p1,WOD Bus,Nominal,1623,17351,54,53,86667,946715533,819555,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-4.2578125,-3.2578125,-9.5078125,6.2421875,-5.5078125,342,422,13.198775,27.954396,76.612902,113.38687,-2.335,8.22579,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-0.741,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-1.9098,7,7,true,true,true,false,false,30732,30732,0,0.2868,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,88.1427244,39.5894304,56.9794668,3338.2208965,255,175,None,0,946715533,Detumble + MEMS,0,false,false,false,1529,4627,Nominal,false,false,false,true,-4.25,false,true,-0.25,false,false,false,true,-4.3125,false,false,0.0,false,false,false,true,-4.1875,false,true,-0.5,-273.0,1315,289335,2015-04-28 08:44:53,QB50pV2,QB50p1,WOD EPS,Nominal,1623,17352,54,53,86668,946715533,819555,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3694,3641,3708,8260,152,743,355,510,316,6,4,5,79,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6217,5,5,261,981,0,0,127476,-2,-3,-3,-6,0,0,4,Normal,MPPT
2000-01-01 07:34:23,1532,282002,2015-04-22 10:41:21,QB50pV2,QB50p1,WOD Bus,Nominal,1530,3597,118,71,13837,946715663,819568,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-1.7578125,-3.2578125,-7.2578125,10.7421875,-0.5078125,399,383,14.229104,49.914911,79.0322568,114.19332,-0.5596,8.241919,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2.181,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.72,7,7,true,true,true,false,false,30861,30861,0,1.4556,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,87.4486872,39.5894304,56.9794668,3338.2208965,255,238,None,0,946715663,Detumble + MEMS,0,false,false,false,1529,4757,Nominal,false,false,false,true,-3.1875,false,false,0.75,false,false,false,true,-3.25,false,false,1.25,false,false,false,true,-3.1875,false,false,0.5,-273.0,1302,282003,2015-04-22 10:41:22,QB50pV2,QB50p1,WOD EPS,Nominal,1530,3598,118,71,13838,946715663,819568,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3878,3873,3885,8270,11,917,223,498,316,6,4,5,72,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6091,5,5,261,981,0,0,127476,0,-2,-3,-5,0,0,4,Normal,MPPT
2000-01-01 07:37:28,4170,332462,2015-05-25 10:01:59,QB50pV2,QB50p1,WOD Bus,Nominal,2078,8950,64,38,42496,946715848,1096661,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,12.4921875,9.2421875,10.9921875,7.4921875,12.9921875,395,399,13.086684,27.954396,76.0752676,115.80622,8.9092,8.241919,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,12.7002,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,13.2846,7,7,true,true,true,false,false,31046,2649,2,11.6826,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,88.8367616,39.8338096,57.9618714,3338.2208965,255,60,None,0,946715848,Detumble + MEMS,0,false,false,false,2077,2617,Nominal,false,false,false,false,7.6875,false,false,11.5,false,false,false,false,7.625,false,false,10.75,false,false,false,false,7.625,false,false,10.25,-273.0,2865,332463,2015-05-25 10:02:00,QB50pV2,QB50p1,WOD EPS,Nominal,2078,8951,64,38,42497,946715848,1096661,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3257,2953,3274,8260,41,487,449,334,329,33,4,3,70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5953,5,5,261,1011,0,0,127506,6,6,6,4,0,0,4,Normal,MPPT
2000-01-01 07:38:53,1015,260525,2015-04-09 09:17:16,QB50pV2,QB50p1,WOD Bus,Nominal,1258,2173,41,22,9763,946715933,666810,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-14.0078125,-12.0078125,-14.7578125,-19.2578125,-17.7578125,401,388,14.581151,55.295279,82.7956976,116.45138,-7.0694,8.0645,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-13.5978,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-13.89,7,7,true,true,true,false,false,31132,31132,0,-0.2976,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,88.8367616,39.5894304,56.9794668,3338.2208965,255,13,None,0,946715933,Detumble + MEMS,0,false,false,false,1162,31117,Nominal,false,false,false,true,-5.0,false,true,-1.0,false,false,false,true,-5.0,false,true,-2.25,false,false,false,true,-4.9375,false,true,-2.5,-273.0,962,260526,2015-04-09 09:17:17,QB50pV2,QB50p1,WOD EPS,Nominal,1258,2174,41,22,9764,946715933,666810,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,4369,3714,4785,8102,318,41,346,358,329,6,4,5,75,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5866,5,5,261,960,0,0,127455,-7,-8,-5,-6,0,0,4,Normal,MPPT
2000-01-01 07:39:03,616,204233,2015-02-18 09:10:07,QB50pV2,QB50p1,WOD Bus,Nominal,637,1145,22,21,5437,946715943,269368,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-18.0078125,-17.7578125,-15.7578125,-18.2578125,-22.2578125,355,409,16.032359,20.658204,78.2258052,118.70944,-4.9981,7.935468,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-16.2276,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-16.2276,7,7,true,true,true,false,false,31142,31142,0,2.04,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,87.4486872,39.71162,57.1432009,3338.2208965,255,195,None,0,946715943,Detumble + MEMS,0,false,false,false,632,31127,Nominal,false,false,false,true,-2.5625,false,false,1.25,false,false,false,true,-2.5625,false,false,0.0,false,false,false,true,-2.5,false,true,-0.25,-273.0,600,204234,2015-02-18 09:10:09,QB50pV2,QB50p1,WOD EPS,Nominal,637,1146,22,21,5438,946715943,269368,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,361,323,323,7982,0,41,3,12,329,6,4,5,75,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5819,5,5,261,929,0,0,127424,-5,-6,-4,-4,0,0,4,Normal,MPPT
2000-01-01 07:40:13,1634,289698,2015-04-28 08:50:28,QB50pV2,QB50p1,WOD Bus,Nominal,1623,17803,79,67,87007,946716013,850153,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,9.9921875,9.7421875,0.9921875,18.2421875,12.7421875,411,396,11.992064,21.653639,76.3440848,115.16106,8.9092,8.241919,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,13.2846,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,11.8236,7,7,true,true,true,false,false,31212,31212,0,9.345,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,88.489743,39.8338096,57.6344032,3338.2208965,255,110,None,0,946716013,Detumble + MEMS,0,false,false,false,1606,31197,Nominal,false,false,false,false,5.5,false,false,9.5,false,false,false,false,5.5,false,false,9.75,false,false,false,false,5.5,false,false,9.25,-273.0,1403,289699,2015-04-28 08:50:29,QB50pV2,QB50p1,WOD EPS,Nominal,1623,17804,79,67,87007,946716013,850153,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,2902,2915,2919,8270,76,617,526,392,316,6,4,3,75,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5766,5,5,261,985,0,0,127480,6,5,4,1,0,0,4,Normal,MPPT
